created_at,timestamp,static_updated_at,position_updated_at,mmsi,latitude,longitude,speed,course,heading,imo,name,call_sign,flag,draught,ship_type_code,ship_type,length,width,eta,destination,status,collection_type
2024-01-01 00:00:16.674 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:51:37 UTC,2024-01-01 00:00:01 UTC,311000228,3.22278,8.2969450000000009,17.4,181.9,181,9680190,ASIA VENTURE@@@@@@@@,C6BC9@@,BS,11.3,81,Tanker,285,44,2023-01-05 06:00:00 UTC,"WALVIS BAY, NM@@@@@@",0,terrestrial
2024-01-01 00:00:04.2 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:59:41 UTC,2024-01-01 00:00:01 UTC,701006396,-34.634048333333332,-58.352675,0,264.9,511,8008060,VB RECOLETA@@@@@@@@@,LW4605@,AR,0.5,36,Sailing Vessel,33,8,2023-09-04 06:00:00 UTC,RAMALLO@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:02.703 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:56:08 UTC,2024-01-01 00:00:01 UTC,657246300,5.53953,5.7057366666666667,0,0,511,8793653,PSL DOVE@@@@@@@@@@@@,5OXM@@@,NG,4,90,Other,120,33,2023-01-05 09:00:00 UTC,WARRI OFFSHORE@@@@@@,3,terrestrial
2024-01-01 00:00:06.477 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:58:01.667 UTC,2024-01-01 00:00:01 UTC,627261000,5.6353383333333333,0.01108,0,360,256,,M/V YAA ASANTEWAA   ,9G-BJ2 ,GH,,55,Special Craft,0,0,,,,terrestrial
2024-01-01 00:00:01.286 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:57:33 UTC,2024-01-01 00:00:01 UTC,657212300,4.4445000000000006,7.1536666666666671,0,5,511,9231705,HALIMA@@@@@@@@@@@@@@,5OQZ@@@,NG,5,80,Tanker,176,27,2023-10-16 19:00:00 UTC,COWTHORE CHANNEL A@@,0,terrestrial
2024-01-01 00:00:01.32 UTC,2024-01-01 00:00:01 UTC,2023-12-31 22:18:25 UTC,2024-01-01 00:00:01 UTC,657136300,6.373165,3.38348,0.5,123.8,511,,,50BN   ,NG,,80,Tanker,2,2,,,0,terrestrial
2024-01-01 00:00:01.538 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:54:02 UTC,2024-01-01 00:00:01 UTC,710019690,-22.878531666666667,-43.120824999999996,0,48.5,511,0,BRIZAMAR         @@@,PQ4577 ,BR,0,99,Other,42,10,2023-07-23 07:00:00 UTC,PCAXV X PAQUETA@@@@@,0,terrestrial
2024-01-01 00:00:01.035 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:59:07 UTC,2024-01-01 00:00:01 UTC,538007608,4.4549800000000008,7.1573933333333333,0,256.2,27,9257498,PRESTIGIOUS         ,V7W19  ,MH,8,89,Tanker,223,32,2023-12-30 14:00:00 UTC,NG BON              ,1,terrestrial
2024-01-01 00:20:14.303 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:57:18 UTC,2024-01-01 00:00:01 UTC,701000607,-47.754033333333339,-65.911861666666667,0,0,511,8608224,ARBUMASA XIX@@@@@@@@,LW9025@,AR,4.5,30,Fishing Vessel,35,5,2023-07-09 08:00:00 UTC,PUERTO.DESEADO@@@@@@,7,satellite
2024-01-01 00:00:01.286 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:55:25 UTC,2024-01-01 00:00:01 UTC,657151400,4.4219016666666668,7.144681666666667,0.2,243.4,511,0,MV MYRA             ,50BH6  ,NG,0,0,Other,0,0,,@@@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:00:01.286 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:56:17 UTC,2024-01-01 00:00:01 UTC,657197400,4.3581633333333336,8.00836,6.7,244.1,239,9881706,MEDIATOR II         ,5OLS   ,NG,2.6,0,Other,0,0,2023-06-07 20:23:00 UTC,YOHO                ,0,terrestrial
2024-01-01 00:00:02.704 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:57:30 UTC,2024-01-01 00:00:01 UTC,352978128,-0.87925666666666669,8.6639083333333335,0.1,233.7,511,0,SURFER 19011 @@@@@@@,HOA2205,PA,0,0,Other,0,0,,@@@@@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:16.494 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:57:43 UTC,2024-01-01 00:00:01 UTC,657171200,4.1894,8.1914,6.6,247,242,9801639,MV ELYON            ,50AK2  ,NG,0,35,Special Craft,13,9,2023-09-29 12:30:00 UTC,@@@@@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:03.975 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:55:56 UTC,2024-01-01 00:00:01 UTC,657615000,4.7735866666666675,7.0659916666666662,0,345.5,511,9592147,MV PRIMUS           ,5NTZ   ,NG,3,90,Other,25,9,2023-01-13 06:00:00 UTC,ADANGA FIELD        ,0,terrestrial
2024-01-01 00:00:03.337 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:59:33 UTC,2024-01-01 00:00:01 UTC,238297000,-25.680588333333333,-48.27021666666667,0.7,163,82,9585546,VERUDA              ,9AA8040,HR,12.5,70,Cargo,182,32,2023-12-19 12:00:00 UTC,PARANAGUA           ,1,terrestrial
2024-01-01 00:00:05.081 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:57:43 UTC,2024-01-01 00:00:01 UTC,627887000,5.6346549999999995,0.017626666666666669,0.1,274.7,326,7437202,AGNES1              ,9GEW   ,GH,0,30,Fishing Vessel,0,0,,@@@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:00:06.583 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:56:47 UTC,2024-01-01 00:00:01 UTC,627221000,5.6085733333333341,0.03812,0.1,147.9,241,8748660,LONG TAI 1@@@@@@@@@@,9GLL@@@,GH,0,30,Fishing Vessel,58,13,,@@@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:00:04.485 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:58:15 UTC,2024-01-01 00:00:01 UTC,710006297,-26.97734,-48.501831666666668,1.3,222.4,221,9309289,MSC BELMONTE III    ,PU7718 ,BR,10.3,79,Cargo,231,32,2023-01-02 00:01:00 UTC,SSZ                 ,0,terrestrial
2024-01-01 00:00:01.681 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:54:43 UTC,2024-01-01 00:00:01 UTC,657229300,4.01034,7.7087633333333336,4.8,120.4,129,9894870,RAKPOR              ,5OEA5  ,NG,1.1,35,Special Craft,40,8,2023-10-07 02:30:00 UTC,AKPO FIELD          ,13,terrestrial
2024-01-01 00:00:02.263 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:59:56 UTC,2024-01-01 00:00:01 UTC,770576481,-34.900054999999995,-56.202935000000004,0,225,511,8407175,GRANDE HERMINE      ,CXAC   ,UY,5.8,30,Fishing Vessel,62,15,2023-09-15 10:00:00 UTC,MVD UY              ,7,terrestrial
2024-01-01 00:00:03.092 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:59:37 UTC,2024-01-01 00:00:01 UTC,701006055,-38.922151666666664,-62.072173333333332,0,23.4,347,8600715,SIEMPRE SANTA ROSA  ,LW 6398,AR,3,30,Fishing Vessel,28,6,2023-08-31 00:00:00 UTC,PTO MADRYN@@@@@@@@@@,0,terrestrial
2024-01-01 00:51:30.261 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:56:27 UTC,2024-01-01 00:00:01 UTC,710033320,-22.939478333333334,-43.870601666666666,0,183.1,511,9869772,SAAM ALYA@@@@@@@@@@@,PU5006@,BR,6.2,52,Tug,32,12,2023-11-29 16:00:00 UTC,ITAGUAI R.J@@@@@@@@@,0,satellite
2024-01-01 00:00:42.792 UTC,2024-01-01 00:00:01 UTC,,2024-01-01 00:00:01 UTC,657126400,4.6830883333333331,7.1567333333333334,0,75.2,190,,,,NG,,,,,,,,8,terrestrial
2024-01-01 00:00:02.062 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:54:55 UTC,2024-01-01 00:00:01 UTC,253272000,-34.879209999999993,-56.224548333333338,0,172,347,9462653,TRINIDAD            ,LXNI   ,LU,3.6,99,Other,82,17,2023-10-05 12:00:00 UTC,MONTEVIDEO          ,0,terrestrial
2024-01-01 00:00:18.697 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:54:01 UTC,2024-01-01 00:00:01 UTC,657254600,3.94799,7.797335,6.5,193.7,199,9916422,ANDREA 2            ,5OZR   ,NG,1.7,65,Passenger Ship,40,8,2023-12-02 12:00:00 UTC,ODUDU_FIELD         ,0,terrestrial
2024-01-01 00:00:01.895 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:59:04 UTC,2024-01-01 00:00:01 UTC,657146000,4.2718133333333332,8.1341966666666661,6.4,333.8,335,9786425,GUARDIAN 3          ,5NLK4  ,NG,2.5,0,Other,33,6,2023-12-14 08:20:00 UTC,YOHO                ,0,terrestrial
2024-01-01 00:00:03.085 UTC,2024-01-01 00:00:01 UTC,2023-12-31 22:00:44 UTC,2024-01-01 00:00:01 UTC,710005121,-23.980688333333333,-46.325775,1.2,284.2,284,,BIGU     @@@@@@@@@@@,PU 6471,BR,,52,Tug,12,4,,,,terrestrial
2024-01-01 00:00:01.056 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:55:14 UTC,2024-01-01 00:00:01 UTC,657141200,4.789506666666667,7.060405,0,276.2,511,9787704,JASPILO             ,5OCA4  ,NG,0,60,Passenger Ship,40,8,,@@@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:00:01.056 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:56:21 UTC,2024-01-01 00:00:01 UTC,657011005,6.4504183333333334,3.3735416666666667,0,360,511,9252670,MT EMEKUKU          ,5NBBW  ,NG,0,52,Tug,26,9,,@@@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:00:04.584 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:58:02 UTC,2024-01-01 00:00:01 UTC,636093108,-12.297931666666667,13.56343,6.9,261.1,256,9403463,DOUALA EXPRESS@@@@@@,5LFX7@@,LR,5.9,70,Cargo,148,23,2023-02-01 07:00:00 UTC,AO LOB > AO MSZ@@@@@,0,terrestrial
2024-01-01 00:19:56.6 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:56:46 UTC,2024-01-01 00:00:01 UTC,701006060,-47.751813333333331,-65.918036666666666,0,275.9,511,8714516,VIERASA QUINCE@@@@@@,LW8902 ,AR,4.5,30,Fishing Vessel,48,9,2023-11-10 18:15:00 UTC,@@@@@@@@@@@@@@@@@@@@,0,satellite
2024-01-01 00:00:02.928 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:55:36 UTC,2024-01-01 00:00:01 UTC,770576232,-34.89969833333334,-56.19956,0,181.1,511,0,BUENOS AIRES EXPRESS,CXTD   ,UY,1.8,60,Passenger Ship,30,9,2023-12-15 12:00:00 UTC,MONTEVIDEO          ,0,terrestrial
2024-01-01 01:18:05.176 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:58:48 UTC,2024-01-01 00:00:01 UTC,671046300,0.27825666666666665,9.43183,0,0.1,511,8008228,ARIEL@@@@@@@@@@@@@@@,5VIL2@@,TG,5,70,Cargo,39,9,2023-12-30 20:52:00 UTC,LBU GABON @@@@@@@@@@,0,satellite
2024-01-01 00:00:03.976 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:56:37 UTC,2024-01-01 00:00:01 UTC,701006637,-38.04595166666666,-57.537995,0,337.4,260,7390820,ATLANTIC EXPRESS    ,LW 3206,AR,3.1,30,Fishing Vessel,55,11,2023-12-13 06:00:00 UTC,MAR DEL PLATA @@@@@@,0,terrestrial
2024-01-01 00:00:01.213 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:59:03.731 UTC,2024-01-01 00:00:01 UTC,657477000,4.23831,7.84524,6,253.3,511,,MV SHALOM 1         ,5NSA   ,NG,,37,Pleasure Craft,0,0,,,,terrestrial
2024-01-01 00:00:01.895 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:58:59 UTC,2024-01-01 00:00:01 UTC,657131200,6.4502816666666671,3.3739516666666662,0.1,360,511,9151735,SD GUMEL            ,5NTC   ,NG,0,33,Special Craft,87,12,,@@@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:00:03.373 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:57:27 UTC,2024-01-01 00:00:01 UTC,701000550,-38.78897,-62.274161666666672,0.6,46,511,8604101,ARGENOVA III        ,SSD@@@@,AR,4.2,0,Other,40,10,2023-10-04 02:00:00 UTC,ING. WHITE @@@@@@@@@,0,terrestrial
2024-01-01 00:00:01.456 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:25:33 UTC,2024-01-01 00:00:01 UTC,701062000,-38.04961,-57.53478166666666,0,258,511,0,INSOLITO            ,LW9928 ,AR,2.7,30,Fishing Vessel,23,6,2023-11-03 10:00:00 UTC,PTO. MAR DEL PLATA  ,0,terrestrial
2024-01-01 00:51:42.47 UTC,2024-01-01 00:00:01 UTC,2023-12-31 20:53:10 UTC,2024-01-01 00:00:01 UTC,710006640,-25.349023333333331,-42.716635,0.1,50.7,182,9565663,CBO RENATA          ,PQAI   ,BR,5,70,Cargo,77,17,2023-12-28 18:00:00 UTC,P67                 ,0,satellite
2024-01-01 00:46:10.116 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:33:28 UTC,2024-01-01 00:00:01 UTC,352515000,-17.166153333333334,-38.3041,11.7,354.8,357,9127071,DAHLIA@@@@@@@@@@@@@@,3FND5@@,PA,6.8,70,Cargo,145,24,2023-12-31 12:23:00 UTC,BR SSA@@@@@@@@@@@@@@,0,satellite
2024-01-01 00:00:01.286 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:59:28 UTC,2024-01-01 00:00:01 UTC,657556000,4.3827866666666662,8.2337233333333337,0.9,107.1,511,7807433,M/V SEACHER         ,5NTC@@@,NG,1.7,90,Other,0,0,2023-04-06 11:25:00 UTC,ANTAN              F,0,terrestrial
2024-01-01 00:00:17.077 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:59:18 UTC,2024-01-01 00:00:01 UTC,565985000,4.2300066666666662,7.8375666666666666,0,219.9,322,8770546,CARACAL PIONEER     ,9V8356 ,SG,3,90,Other,80,44,2023-12-21 12:00:00 UTC,IBOM_FIELD          ,3,terrestrial
2024-01-01 00:20:14.499 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:56:43 UTC,2024-01-01 00:00:01 UTC,701041000,-47.754821666666665,-65.910361666666674,0,0,511,8801204,MIRIAM@@@@@@@@@@@@@@,LW 9894,AR,3.9,0,Other,45,9,2023-10-02 07:00:00 UTC,PUERTO DESEADO      ,0,satellite
2024-01-01 00:00:01.394 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:58:26 UTC,2024-01-01 00:00:01 UTC,657129500,4.7676066666666665,7.052718333333333,0,215.5,267,9291030,KALAFACE            ,5OAV   ,NG,0,52,Tug,66,17,2023-11-07 22:00:00 UTC,UW>200M             ,0,terrestrial
2024-01-01 04:25:53.351 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:56:46 UTC,2024-01-01 00:00:01 UTC,701006060,-47.751813333333331,-65.918036666666666,0,275.9,511,8714516,VIERASA QUINCE@@@@@@,LW8902 ,AR,4.5,30,Fishing Vessel,48,9,2023-11-10 18:15:00 UTC,@@@@@@@@@@@@@@@@@@@@,0,satellite
2024-01-01 00:00:45.169 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:54:37 UTC,2024-01-01 00:00:01 UTC,248582000,-22.884728333333332,14.473766666666668,0,179.9,167,9395874,ANUKET CORAL        ,9HA2427,MT,6.2,80,Tanker,100,20,2023-12-25 16:00:00 UTC,WALVIS BAY          ,1,terrestrial
2024-01-01 00:51:30.453 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:42:14 UTC,2024-01-01 00:00:01 UTC,416060900,-5.88496,-20.647413333333336,3.8,87.7,511,,CHIN CHANG MING@@@@@,BI2443@,TW,,30,Fishing Vessel,0,0,,,,satellite
2024-01-01 00:19:56.77 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:07:17 UTC,2024-01-01 00:00:01 UTC,257791000,-52.928253333333338,-73.904805,12,120.7,122,9911654,BELGUARDIAN         ,LANS8  ,NO,13.5,0,Other,200,32,2023-01-24 17:00:00 UTC,US MSY              ,0,satellite
2024-01-01 00:00:01.035 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:56:24 UTC,2024-01-01 00:00:01 UTC,657993000,6.325353333333334,3.4577016666666665,6.1,135.2,136,9607318,MT SANTA MONICA     ,5NXF   ,NG,4.5,80,Tanker,112,16,2023-11-14 05:00:00 UTC,ARMED GUARDS ONBOARD,0,terrestrial
2024-01-01 04:25:53.79 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:43:21 UTC,2024-01-01 00:00:01 UTC,725001143,-42.314625,-72.792846666666676,0,231.7,216,0,KLIO@@@@@@@@@@@@@@@@,CA4523@,CL,0.4,99,Other,76,18,2023-12-30 21:59:00 UTC,CTA AYACARA   @@@@@@,0,satellite
2024-01-01 00:00:33.189 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:57:48 UTC,2024-01-01 00:00:01 UTC,657193500,5.3742633333333334,4.3473766666666664,0.2,16.1,281,9533725,MV A60              ,5OKE   ,NG,4.5,90,Other,87,19,2023-08-04 14:30:00 UTC,ERHA                ,0,terrestrial
2024-01-01 00:46:09.79 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:42:45 UTC,2024-01-01 00:00:01 UTC,636015991,-6.047741666666667,-7.8097983333333332,15.6,327.2,330,9325178,GOLD STAR           ,D5DX2  ,LR,9,70,Cargo,183,31,2023-01-11 12:00:00 UTC,GB BRS              ,0,satellite
2024-01-01 00:46:10.17 UTC,2024-01-01 00:00:01 UTC,2023-12-31 22:38:35 UTC,2024-01-01 00:00:01 UTC,538008708,0.94999666666666671,-10.439408333333335,11.1,145.2,145,9877664,SOLAR AILENE        ,V7A2677,MH,9.4,80,Tanker,169,25,2023-01-18 14:00:00 UTC,PORT LOUIS          ,0,satellite
2024-01-01 00:51:42.154 UTC,2024-01-01 00:00:01 UTC,2023-12-31 17:59:50 UTC,2024-01-01 00:00:01 UTC,247291600,-4.80252,-24.308603333333334,11.5,131.8,129,9480540,PS CADIZ            ,ICOD   ,IT,13.7,70,Cargo,230,32,2023-02-02 00:00:00 UTC,US MSY > SG PEBGB   ,0,satellite
2024-01-01 04:25:53.671 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:56:30 UTC,2024-01-01 00:00:01 UTC,725003208,-53.125231666666664,-70.859411666666659,0,308.9,511,9343235,LENADURA@@@@@@@@@@@@,CA 7806,CL,4.5,52,Tug,27,10,2023-11-20 16:00:00 UTC,PUNTA ARENAS@@@@@@@@,0,satellite
2024-01-01 00:00:03.069 UTC,2024-01-01 00:00:01 UTC,,2024-01-01 00:00:01 UTC,7010308,-38.791321666666668,-62.26589,,,,,,,AR,,,,,,,,,terrestrial
2024-01-01 00:00:15.715 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:59:02 UTC,2024-01-01 00:00:01 UTC,657101100,4.0467366666666669,7.50842,0.3,51.2,262,9668257,MV TEMILE           ,5NX0   ,NG,5,90,Other,87,19,2023-12-27 01:00:00 UTC,YOHO                ,0,terrestrial
2024-01-01 00:46:10.113 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:46:36 UTC,2024-01-01 00:00:01 UTC,566113000,-12.574983333333334,-23.055868333333333,11.9,304,305,9446099,PSU CMP@@@@@@@@@@@@@,9V3215@,SG,8.5,79,Cargo,289,45,2023-01-06 02:30:00 UTC,IN DAH>BR PMA@@@@@@@,0,satellite
2024-01-01 00:46:09.821 UTC,2024-01-01 00:00:01 UTC,2023-12-31 19:32:46 UTC,2024-01-01 00:00:01 UTC,538009053,-16.827336666666667,-36.520358333333334,11.9,16.1,17,9883065,SSI PROVIDENCE      ,V7A4247,MH,10,70,Cargo,180,30,2023-01-18 06:00:00 UTC,MX TUX              ,0,satellite
2024-01-01 01:18:05.334 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:58:44 UTC,2024-01-01 00:00:01 UTC,511100634,-8.7364033333333335,13.319170000000002,0,129,342,9130470,ATH LEMBA           ,T8A3814,PW,4.5,88,Tanker,102,16,2023-06-05 10:00:00 UTC,LUANDA              ,0,satellite
2024-01-01 00:00:04.928 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:59:26 UTC,2024-01-01 00:00:01 UTC,259006000,-22.839841666666665,-43.139901666666667,0,287.2,44,9484845,STRIL EXPLORER      ,LAZT7  ,NO,4.5,70,Cargo,76,16,2023-12-21 13:00:00 UTC,BRRIO               ,1,terrestrial
2024-01-01 04:25:53.77 UTC,2024-01-01 00:00:01 UTC,2023-12-31 20:54:36 UTC,2024-01-01 00:00:01 UTC,374804000,-49.939106666666667,-61.442085,10.9,205.7,205,9756743,NAVIOS FELIX        ,3EXY3  ,PA,15.6,70,Cargo,292,45,2023-01-20 00:00:00 UTC,LAZARO CADERNAS     ,0,satellite
2024-01-01 00:46:10.113 UTC,2024-01-01 00:00:01 UTC,2023-12-31 19:30:02 UTC,2024-01-01 00:00:01 UTC,538009161,-7.6172316666666671,-31.052626666666665,11.9,23,24,9478743,ECOOCEAN            ,V7A4396,MH,10.4,79,Cargo,190,32,2023-01-10 12:00:00 UTC,ARSLO=>MACAS        ,0,satellite
2024-01-01 04:25:53.811 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:55:32 UTC,2024-01-01 00:00:01 UTC,725001292,-53.12078666666666,-70.866255,0.4,227.5,511,9627306,PATHAGON@@@@@@@@@@@@,CA 5053,CL,2.6,14,Wing In Ground,96,16,2023-05-16 19:00:00 UTC,PUNTA ARENAS @@@@@@@,0,satellite
2024-01-01 00:51:42.476 UTC,2024-01-01 00:00:01 UTC,2023-12-31 19:28:29.549 UTC,2024-01-01 00:00:01 UTC,311000945,-24.629711666666665,-42.264813333333336,0.1,238.4,185,9881457,FPSO SEPETIBA       ,C6EN4  ,BS,10.4,90,Other,331,60,2023-09-06 06:00:00 UTC,BRADR               ,3,satellite
2024-01-01 00:51:42.464 UTC,2024-01-01 00:00:01 UTC,2023-12-31 20:59:57 UTC,2024-01-01 00:00:01 UTC,636022943,-24.787193333333335,-42.868253333333335,11.4,278.3,283,9738791,ANDERMATT           ,5LLE4  ,LR,13.1,70,Cargo,225,32,2023-01-01 19:00:00 UTC,BR SSZ              ,0,satellite
2024-01-01 00:51:42.331 UTC,2024-01-01 00:00:01 UTC,2023-12-31 21:40:48 UTC,2024-01-01 00:00:01 UTC,533130892,-22.472105,-40.059563333333337,0,291.6,10,9598256,EAGLE PARAIBA       ,9MPU2  ,MY,8.7,80,Tanker,245,42,2023-12-30 15:00:00 UTC,FSO P38             ,0,satellite